
experiment done with 10000 numbers 


linear_probe_conut
l_factor,avg_probecount
0.250000,1.000000
0.500000,1.200700
0.750000,1.772600
1.000000,37.518300

doublehashing_probe_conut
l_factor,avg_probecount
0.250000,1.000000
0.500000,1.299800
0.750000,78.403400
1.000000,87.965800

chaining_probe_conut
l_factor,avg_probecount
0.250000,1.000000
0.500000,1.113800
0.750000,1.223100
1.000000,1.330100

